No,Text,URL,Label
26,"Anies juga pernah ikut menggerakkan aksi demo peno
lakan SDSB sistem dana sosial berhadiah yang berba
u judi di era Orde Baru. Ini merupakan demonstrasi
 yang cukup besar pada masa itu. https://t.co/Kge2
Jcron5",https://x.com/felladinho27/status/1752200602048995827,Negatif
27,"Akibat perlawanan Kau bs dikasih pasal2 kriminal s
pt narkotika judi penipuan penggelapan pelecehan s
eksual dll Yg agak kasar Kau &amp; keluargamu akan
 terima teror diintimidasi &amp; bahkan penganiaya
an smpe percobaan utk dihabisi Itulah knp daya tah
an diperlukan dlm politik",https://x.com/gmupd1993/status/1752274759545708582,Negatif
28,"Sekarang iklan judi makin pinter malah ada di vide
o udah mirip YouTube aja cuma gak bisa di report",https://x.com/Akang_zaki/status/1752211040077861171,Negatif
29,"Sepakbola Hari Ini *** Judi Bola Online | Casino O
nline | Poker Online | Slots ****** Buruan Daftar 
Klik Link https://t.co/Z3ZaGdCmuv #beritabola #kio
sbet #kiosbetbola #kiosbetslot #kiosbetsbo https:/
/t.co/EoDOgeL0tx",https://x.com/Officialkiosbet/status/1752444193790935084,Positif
30,mantan aku lulusan teknik jadi bandar judi bg,https://x.com/pamyulinn/status/1752257118919610857,Negatif
31,Mana ada judi menguntungkan,https://x.com/every1lovesayya/status/1752200851165458596,Negatif
32,"Mungkin nyadar karena akunnya direport semua iklan
 judi online sekarang pindah jadi iklan yang diput
er sebelum video... Alias bangke gak ilang-ilang i
ni hama dunia",https://x.com/kokoh_palsu/status/1752329059181498388,Negatif
33,"Haizzz sebab dah 2 kali lintas tl so i exposed la.
 Sebab i pun panas kadang kita pergi atm dipandang
 macam tak puas hati . Actually dorang ni scapegoa
t je untuk cuci duit. Then ada juga terlibat dalam
 penjualan number ekor judi atau maybe drugs.",https://x.com/Lynnx3812/status/1752259241539416478,Negatif
34,"Ada di IG ni bener2 random sekarang. Ada bapak2 pe
ngacara pamer dapet duren dan bikin kopi duren ada
 cheerleader judi online ada mas2 ngaku Sigma male
 ada caleg. Yang brand/produk kok uda jarang lewat
 :/",https://x.com/rayimaz/status/1752357578351542505,Negatif
35,Apa sih yang damkar gabisa? ,https://x.com/loghypothesis/status/1752316439007305895,Negatif
36,"Perguruan Tinggi yang konon berisi intelektual mal
ah gandengan dengan Pinjol... Kominfo yang muke ka
yak got malah ngurusin Industri Game yang mereka g
ak paham apa-apa tapi impoten perihal Judi Onlen d
an Pinjol yang jelas ngasih problem di masyarakat.
.. Koplo",https://x.com/MahesaDesaga/status/1752198787110711566,Negatif
37,"Padahal mah judi sama pinjol mah gaperlu di iklani
n aja ge udah rame udah banyak peminatnya.",https://x.com/geserandikitril/status/1752328504577065392,Negatif
38,"Apa sih ini all in all in ini terakhir kali denger
 kata2 itu dari orang yg lagi maen judi slot.",https://x.com/rizqyirsyad/status/1752365020548358256,Negatif
39,ini gacha bro bukan judi,https://x.com/anakpunkrumahan/status/1752296663274987953,Negatif
40,"Rem isunya u orkay tapi kata gue teh misquin kali 
ya wak ai tobat maneh anjir balikin duitnya apa u 
pinjol kali ya kalo gak pinjol judi tu duit kemana
 coba",https://x.com/nekonery/status/1752225433628860528,Negatif
41,NAPA IKLAN VIDEONYA JD JUDI SEMUA ELONNNN????,https://x.com/kio_kio7/status/1752352347060322540,Negatif
42,"Ngapain coba si Kominfo basmi judi online aja gak 
bisa",https://x.com/DhanyTzySMP/status/1752339411017363923,Negatif
43,"Bantu RAS akun ginian yukkk....kl gak pnipuan ya e
ndorse judi online... Ntah apa kerja Menkominfo kt
nya dl ada beli mesin canggih triliunan rupiah ?",https://x.com/Mun4fikunn/status/1752259325027086431,Negatif
44,"episode 123 ive yang paling sering gue ulang tuh y
ang main judi judi apa lotre dah ngakak liat pada 
bangkrut ",https://x.com/wonhyewon/status/1752327030165909786,Negatif
45,Semoga besok judi genshin ku wangy,https://x.com/baidliar/status/1752360352552251642,Negatif
46,ga makan babi tapi maen judi slot ,https://x.com/IamSoFcknTiredd/status/1752224337942454435,Negatif
47,"dalam rangka merayakan sincia irl dan lantern rite
 di gim judi aku mo ganti leot",https://x.com/furiuna/status/1752225081252843630,Negatif
48,"MENDING LU URUS BOKEP AJA SAMA JUDI ONLEN ANJING G
ENSHIN GUE DIBLOCKIR",https://x.com/feirariefs/status/1752332047618887731,Negatif
49,Selamat ngemod yang dapet slot judi.,https://x.com/oskhadoen/status/1752277309875421619,Negatif
50,"time machine mau judi tebak skor tebak presiden dl
l",https://x.com/RIOTR0SE/status/1752154919036158390,Negatif
51,"mari tidur siapa tau pas bangun ada yang jual ijeo
ng judi 0.1",https://x.com/pawnbin/status/1752397800086888675,Negatif
52,"Garoblog babaturan teh le geus bener mah ulin jeun
g aing tara judi ngan kereup kanu intisari hungkul",https://x.com/syeihanfadilah/status/1752334404356280320,Negatif
53,"Dampak buruk dari maraknya bansos jelang pemilu 20
24 adalah masyarakat menggunakan uang yang didapat
 dari bansos untuk judi online. Mirip ketika zaman
 pandemi ketika uang bantuan digunakan untuk depos
it binary option (binomo oxtrade dll).",https://x.com/TwoKidsNoJob40/status/1752309460889182713,Negatif
54,"oh keknya daripada sibuk push rank ntar gue pindah
 kegiatan ke judi online aja soalnya situsnya ga d
iblokir",https://x.com/rainsexc/status/1752280768917938590,Negatif
55,"Dulu iklan judi muncul mulu sekarang muncul video 
ads akun akun official tp video iklan judi",https://x.com/lyneeyp/status/1752228779605520786,Negatif
56,"tmnku tiap hari main uno positif bngt bsk lulus la
ngsung main judi online",https://x.com/candyeita/status/1752308146654396536,Positif
57,"Paling takut kalo dichat sama orang yg punya riway
at pinjol dan gila judi slot",https://x.com/sandy_agak_uno/status/1752205782601666661,Negatif
58,"Habis tweet iklan judi online ga jelas terbit ikla
n judi online ga jelas pas sebelum nonton video. A
neh ini platform emang.",https://x.com/vip_yogieee/status/1752154277089534015,Negatif
59,Melu tebak gambare judi malah di pisuhi.,https://x.com/dayatmawut/status/1752291864429097074,Negatif
60,"kominfo nih kerjaanya ngapain sih anjing gak di ig
 gak di twitter isinya iklan judi slot",https://x.com/marjandelima/status/1752260400689926615,Negatif
61,"Judi Online Mengepung Indonesia dari Kamboja Baca 
di https://t.co/fMogPV8mG5",https://x.com/gostavss/status/1752395021867724898,Negatif
62,"Bngsat timline gua isinya iklan judi anjir padahal
 gk pernah ngelike gituan mana aku orangnya polos 
lagi",https://x.com/Rikzakhfiii/status/1752332151343964384,Negatif
63,JUDI PINTAR TUH GIMANA AA? @targawa,https://x.com/yurimahn/status/1752295017635606841,Negatif
64,"Dia minta beliin apa tau buat judi di Alfa buat di
a maen judi pake duit dia buat top up judi karena 
gua orang nya pedulian gak gua kasih buat judi lag
ian waktu juga udah malem ga ada yang buka Alfa Am
a warung madura karena waktu itu gua lagi perut ke
 dada naek ke kepala",https://x.com/qoehidbdisnsks/status/1752365050231496772,Negatif
65,"GILA BANGSAT DARI 58 MILYAR CUMA 4 MILYAR LO KASIH
 GILA TUH DUIT LO JADIIN JUDI YA? GILA GILA GUE UD
H MUAK ",https://x.com/gggalaxynini/status/1752218898508947790,Negatif
66,"Kominfo masih aja bego. Judi online noh bersihin m
asih aja nyikut2 developer game dalam dan luar neg
eri?? Yakali harus ada PT. MIHOYO BERSINAR ABADI P
T. BATU BINTANG MAKMUR PT. RIOT MAJU JAYA",https://x.com/furuyodummy/status/1752179858510377339,Negatif
67,"Bangsa lain kaya sbb ada bisnes tak kisah lah bisn
es club ke judi ke still bisnes nampak duit tu dtg
 dr mana. Ini melayu selalu shady je tak MLM trade
r tu je laaa",https://x.com/fatiywho/status/1752135937398890957,Negatif
68,"Emang aneh banget kominfo memek ini judi ga di blo
kir giliran game di blokir tolol.",https://x.com/Enigmba/status/1752348105822093564,Negatif
69,Arwah mak saya kalau nampak: Ni kalah judi ni .,https://x.com/stationsj070/status/1752228963114700894,Negatif
70,"Banyak nya caption all in menandakan banyak yg doy
an judi. tapi sayangnya banyak juga yg kagak ngert
i maen nya gimana..",https://x.com/fahrenheit_96/status/1752320782464954815,Negatif
71,"Ini semua terjadi karena kaum ayah kerjaannya nger
okok judi slot main sama temen temnnya gatau waktu
 ngebentak istri selingkuh gaji seupil nuntut segu
nung ",https://x.com/ningnangneng/status/1752223479129362833,Negatif
72,"Mari ucap syukur alhamdulillah akhirnya gue akan b
erhenti game judi",https://x.com/jaehvuk/status/1752342016363835438,Negatif
73,"tiap update main sama pacar pasti aya we nu ngecht
 nginjem heula gocapmah cepe mah. Bukan gamau bant
uin lur kebiasaan kalo buat judi doang mah urangge
 biayaeun keneh ",https://x.com/apriligri/status/1752280036374458565,Negatif
74,"ketakutan terbesar aku sekarang tuh ketika doi tem
enan sama tukang judi aja",https://x.com/regittadw/status/1752302534675529922,Negatif
75,"Dilihat balance pemasukan pengeluaran brp gak isa 
dipukul rata Gaji 30jt tiap hr mkn nasi telor tp m
sh ngopi sbux/kafe judi clubbing vape rokok miras 
kendaraan yg boros bensin &amp; perawatan mahal ny
icil iphone ya sami mawon. Ada case tmn gaji 30jt 
tp ngutang sana sini",https://x.com/roy1alien/status/1752144679578251721,Negatif
76,"Diumur gua yg mau kepala 3 keknya gaada satupun pe
nyesalan sih. Entah dulu nganggur kelamaan nikah a
gak late keuangan yg super boros percintaan gitu-g
itu aja kaga maboo judi dugem. Just live your life
 as 20 that's all i am ever going to say. No fucki
ng regrets!",https://x.com/AARMY5/status/1752240219263578387,Negatif
77,Ini duitnya buat judi online kah??? Anjirrr,https://x.com/ichihoony/status/1752308861384704373,Negatif
78,"tapi di luar ga ada tuh majority of rakyatnya pada
 mau duit instant pke jalur haram kek main judi sl
ot gabung MLM or even nyogok anything if they have
 bunch of money",https://x.com/maxversatan/status/1752335413149368389,Positif
79,"Baru tahu ada istilah jutangkor (judi utang pelako
r/pebinor) ",https://x.com/dhnhrnbsn/status/1752159234668773408,Negatif
80," Kak sumpah aku kan nonton gose eps 93 94 ya ngeli
at myungho disitu ngerasa vibes nya ko hao banget 
- HAHAHAHA memang itu inspirasinya!! ep judi itu s
ama ep yang menanam padi itu https://t.co/uCPwFetO
SL",https://x.com/semestastellar/status/1752286316153426171,Negatif
81,"mending lu block situs corn &amp; judi online pak 
wkwk ga ngotak kadang",https://x.com/99SMITSUYA/status/1752336937837564262,Negatif
82,"JUDI TOGEL HURUF KE HURUF YANG BUKAN NAMA YANG DIP
ERANKAN TS SEDANG namanya disindir. Judi togel akt
ivitas ke aktivitas sedang aktivitas yang dilakuka
nnya disindir pas ditiru per waktu langsung ganti.
 Judi apapun yang terperangkap sungguh oon. Dan li
rik+nada punya orang lain",https://x.com/RirinMarinasari/status/1752276111097253931,Negatif
83,Urus saja Judi Online meresahkan...,https://x.com/raka_adityanto/status/1752392573988299263,Negatif
84,"Sebetulnya yg mukanya dihepi2in itu Raffi. Ketar-k
etir dia sebenernya totalitas invest dia itu besar
 banget dan taruhannya juga gede bener2 mirip judi
 makanya doi dijanjikan kursi mang mantri. ",https://x.com/taosophie/status/1752268955639505346,Negatif
85,"Iklan judi yg kemarin bentukannya twit sekarang ma
lah nyatu di video twit arrrggggh ",https://x.com/LRsitorus/status/1752276867649044747,Negatif
86,"Cara blokir iklan judi waktu play video di X gmn d
ah? Meresahkan sumpah.",https://x.com/raka_adityanto/status/1752394547286691846,Negatif
87,"@BastianDwiYan @Indostransfer Tenang Kak Yayan. Pe
mblokiran situs oleh Kementerian Kominfo jika teri
ndikasi adanya salah satu unsur kekerasan pornogra
fi judi phising SARA atau proxy. Jika situs yg dia
kses ga termasuk dalam kategori tsb Kakak bisa hub
ungi email aduankonten@kominfo.go.id atau ke",https://x.com/Telkomsel/status/1751123740203901001,Negatif
88,"Kominfo semakin kesini semakin kesana alias anjeng
 kaw su ga punya kontribusi per-developing-an game
 indonesia aja banyak polah behhh. URUSIN KUI JUDI
 SLOT",https://x.com/pupuypuyu/status/1752288398604406809,Negatif
89,"Kominfo Curhat Modus Promosi Judi Online Makin Pin
tar https://t.co/YoBruUPl5I",https://x.com/gizmologi/status/1752008102441021528,Negatif
90,"@_W_T_T_ Halo Kak maaf dibuat kesel karena dapet S
MS dari nomor tidak dikenal. Mengenai pemblokiran 
situs yang mengandung salah satu unsur kekerasan p
ornografi judi phising SARA atau proxy merupakan k
etentuan dari Pemerintah RI melalui Kementerian Ko
minfo dan Telkomsel selaku",https://x.com/Telkomsel/status/1746675070033109001,Negatif
91,"@thisiskiddo Udah pastikan website/app yang dimaks
ud tidak termasuk situs yang di blokir karena meng
andung salah satu unsur kekerasan pornografi judi 
phising SARA atau proxy berdasarkan ketentuan dari
 Pemerintah RI melalui Kementerian Kominfo belum K
ak? Jika Kakak merasa situs tersebut",https://x.com/Telkomsel/status/1749327190947475888,Negatif
92,"@ekwardo Untuk pemblokiran situs oleh kominfo teri
ndikasi mengandung salah satu unsur kekerasan porn
ografi judi phising SARA atau proxy. Jika merasa s
itus tersebut tidak termasuk dalam kategori di ata
s Kakak bisa menghubungi email aduankonten@kominfo
.go.id atau ke",https://x.com/Telkomsel/status/1751071427309240607,Negatif
93,"@a_wankk Kak Anwar. Mengenai pemblokiran situs ole
h Kementerian Kominfo jika terindikasi adanya sala
h satu unsur kekerasan pornografi judi phising SAR
A atau proxy. Jika situs yg diakses ga termasuk da
lam kategori tsb Kakak bisa hubungi email aduankon
ten@kominfo.go.id atau ke",https://x.com/Telkomsel/status/1751235824375734663,Negatif
94,"@riotampanoy Maaf banget ya Kak kalau Kakak meneri
ma SMS Spam Judi Online coba infoin nomer yang Kak
ak gunakan sama capture SMS Spam yang didapatkan k
e DM ya :) -Jovan",https://x.com/Telkomsel/status/1741841053886587349,Negatif
95,"@dio_rhapsody @aduanPPI @dio_rhapsody Waduh maaf y
a kalau Kakak dapetin SMS spam judi coba infoin no
mer sama capture masing-masing SMS ke DM :) -Jovan",https://x.com/Telkomsel/status/1750152562299613547,Negatif
96,"@ikhsan_ikhwan_ @Indostransfer Maaf ya Kak Ikhsan.
 Terkait situs/web yang tidak bisa dibuka hal ters
ebut terindikasi mengandung salah satu unsur keker
asan pornografi judi phising SARA atau proxy. Jika
 merasa situs tersebut tidak termasuk dalam katego
ri di atas Kakak bisa menghubungi email",https://x.com/Telkomsel/status/1751175874450468871,Negatif
97,"Polisi Tangkap 3 Pelaku Penembakan Judi Sabung Aya
m di Colomadu https://t.co/zegaSc4fsc #5news #Poli
si #Penembakan #OTK #Judi #Boyolali #Karanganyar",https://x.com/Redaksi_5News/status/1752182446081389009,Negatif
98,"@ilham_gundoel Halo mengenai pemblokiran situs yg 
mengandung unsur seperti kekerasan pornografi judi
 phising SARA atau proxy merupakan ketentuan dari 
Kominfo. Kalo merasa situs tsb gak termasuk dalam 
kategori di atas hubungi aduankonten@kominfo.go at
au ke https://t.co/biGBRTYVm3 :) -Joan",https://x.com/Telkomsel/status/1751090371340501232,Negatif
99,"@10Suherman1 Tenang ya Kak Suherman. Pemblokiran s
itus oleh Kementerian Kominfo kalo ada unsur keker
asan pornografi judi phising SARA atau proxy. Jika
 situs yg diakses ga termasuk dalam kategori tsb K
akak bisa hubungi email aduankonten@kominfo.go.id 
atau ke https://t.co/fWg9kF2mPI yaa.",https://x.com/Telkomsel/status/1751102135922729305,Negatif
100,"@hafidnf15 @glrxl @Indostransfer Tenang Kak. Pembl
okiran situs oleh Kementerian Kominfo kalo ada uns
ur kekerasan pornografi judi phising SARA atau pro
xy. Jika situs yg diakses ga termasuk dalam katego
ri tsb Kakak bisa hubungi email aduankonten@kominf
o.go.id atau ke https://t.co/fWg9kF2mPI yaa. Semog
a",https://x.com/Telkomsel/status/1751093066314940596,Negatif
101,"@glrxl @Indostransfer Tenang Kak. Pemblokiran situ
s oleh Kementerian Kominfo kalo ada unsur kekerasa
n pornografi judi phising SARA atau proxy. Jika si
tus yg diakses ga termasuk dalam kategori tsb Kaka
k bisa hubungi email aduankonten@kominfo.go.id ata
u ke https://t.co/fWg9kF2mPI yaa. Semoga",https://x.com/Telkomsel/status/1751091451306660107,Negatif
102,"Ga suka bola ga pernah follow promotor judi bola g
a main judi juga... eh main twitter isinya iklan j
udi bola terus yang nongol",https://x.com/gb_sleepy/status/1752339499055718615,Positif
103,"Polda Sumut Musnahkan Gubuk Narkoba dan Lapak Judi
 di Medan Sunggal https://t.co/wliJ7gGhmA",https://x.com/WaspadaOnline/status/1752192090585329770,Negatif
104,"kangen banget. jdi inget dlu lgi seru main judi eh
 rame bgt se tl nyariin soekarno ilang ternyata di
culik genk sebelah ke rengasdengklok",https://x.com/youjuung/status/1752290258702799262,Positif
105,"@ajibxcinokok @edimulyanto24 @permata_arsy @riantr
iadi @Indostransfer Tenang ya Kak Ajib. Pemblokira
n situs oleh Kementerian Kominfo kalo ada unsur ke
kerasan pornografi judi phising SARA atau proxy. J
ika situs yg diakses ga termasuk dalam kategori ts
b Kakak bisa hubungi email aduankonten@kominfo.go.
id atau ke https://t.co/fWg9kF2mPI yaa.",https://x.com/Telkomsel/status/1751079623885312239,Negatif
106,"@permanaindra_ip @glrxl @Indostransfer Okee Kak. P
emblokiran situs oleh Kementerian Kominfo jika ter
indikasi adanya unsur kekerasan pornografi judi ph
ising SARA atau proxy. Jika situs yg diakses ga te
rmasuk dalam kategori tsb Kakak bisa hubungi email
 aduankonten@kominfo.go.id atau ke https://t.co/fW
g9kF2mPI",https://x.com/Telkomsel/status/1751143910339158094,Negatif
107,"@jk4ang @CCICPolri @kemkominfo @ojkindonesia @Radi
oElshinta Duh pasti ganggu ya Kak :( mengenai kelu
han mendapatkan SMS spam dari nomor yg tidak diken
al yang mengandung unsur judi Kakak bisa lakukan p
engaduan ke layanan aduan BRTI ya. Kakak bisa akse
s website berikut: https://t.co/A3dR13NIst atau da
pat juga menghubungi email",https://x.com/Telkomsel/status/1743987353264459843,Negatif
108,"Ketagihan Judi Online Petugas PPSU yang Nikahi Bul
e Austria Kini Bercerai https://t.co/oFrpxzJiyJ",https://x.com/disway_id/status/1752117103103225914,Negatif
109,"Viral! Arzum Bule Austria Gugat Cerai Petugas PPSU
 Gegara Judi Slot: Kapok Gak Mau Nikah Lagi https:
//t.co/srJFhRFaMl",https://x.com/disway_id/status/1752124465767448842,Negatif
110,"Penangkapan 3 Pelaku di Kasus Penembakan Anggota O
rmas saat Bubarkan Judi Sabung Ayam https://t.co/H
kA08MA15c",https://x.com/KompasTV/status/1752301179353420246,Positif
