No,Text,URL,Label
1,"Judi online dipelihara &gt; pendidikan dimahalin &
gt; kucurin bansos. Dgn begitu populasi orang misk
in &amp; bodoh bs terjaga. Jd enak kalo pemerintah
 bikin kebijakan yang aneh2 ga akan ada yg protes 
yg penting dpt bansos demi bertahan hidup. Ada ga 
ya negara sejahat ini?",https://x.com/MuhadklyAcho/status/1801503604668535190,Negatif
2,"- Blokir domain judi online - Blokir aplikasi judi
 online di toko aplikasi - Telusuri rekening bank 
deposit judi online - Kerja sama negara tempat ser
ver judol buat kesepakatan supaya mereka gak juala
n ke Indonesia - Jadiin pemain judi online penerim
a bansos ",https://x.com/ardisatriawan/status/1801438114751385620,Negatif
3,"Pak presiden terpilih selanjutnya nih pak menggaet
 promotor judi online. https://t.co/VeAJCejY7y",https://x.com/cinnamongirlc/status/1801089478850924590,Negatif
4,"pemerintah akan ngasih bansos kepada korban judi o
nline krna ekonominya hancur gimana tanggapan kali
an? https://t.co/ayxH3QVYLy",https://x.com/txtdrimedia/status/1801267300701802761,Negatif
5,"Efek judi online di lingkaran terdekat kalian spt 
apa guys?",https://x.com/zoelfick/status/1801640346574852532,Negatif
6,"Meanwhile tanggapan Menkominfo: Berantas judi onli
ne Stereotyping gender https://t.co/jSwbairkgj",https://x.com/timpenguinnas/status/1800133156378755169,Negatif
7,Yang mau diblokir: - Judi online - X ,https://x.com/ardisatriawan/status/1800415404088811681,Negatif
8,(Korban Judi Online) https://t.co/Uy3VVZ2Qz6,https://x.com/ARSIPAJA/status/1801419469627265175,Negatif
9," Korban mulai berjatuhan Polisi TNI. Kalo kelen ga
k menyatakan perang terhadap Judi Online pecundang
 namanya! https://t.co/quXn4bUlSF",https://x.com/BosPurwa/status/1801204148190462197,Negatif
10,"Cobra effect ini pasti yang judi akan makin banyak
 karena kalau kalah dapat bansos. https://t.co/ysa
smlZfpz",https://x.com/PAClearning/status/1801540424143700191,Negatif
11,"Sejahat jahatnya polwan yg bakar suaminya karena h
abiskan jatah susu anak balitanya untuk judi onlin
e lebih jahat lagi menteri yg tak bisa blokir judi
 online yg jadi wewenangnya.",https://x.com/mpujayaprema/status/1800379402771112436,Negatif
12,"Lagi kecanduan judi online seorang manajer bank di
 Pacitan nekat bobol dana nasabah hingga 1 2 M. Ka
yaknya bank BUMN nih ya kalo gak salah? https://t.
co/ataTWWhJ2C",https://x.com/5teV3n_Pe9eL/status/1801500309371380194,Negatif
13,"Dapat bansos uang buat depo lagi Dapat bansos bent
uk sembako dijual buat cash untuk depo Pak itu pen
galaman kami2 yg pernah ngebantu saudara2/teman2 p
enjudi. Ketagihan judi itu susah sembuhnya pak. ht
tps://t.co/0m8P9h5IPs",https://x.com/SeputarTetangga/status/1801479226090262660,Negatif
14,"Jangan cuma fokus pada pemberantasan Judi Online a
ja tapi juga perhatikan Judi Offline. https://t.co
/hLwCn26PfX",https://x.com/Jumianto_RK/status/1801309264088338928,Negatif
15,"Dua semester lalu dosen saya cerita tentang judi o
nline. Menkominfo sebenarnya sudah pegang semua na
ma dan domain serta lokasi server mereka. Sayangny
a bandar judol juga sudah pegang semua nama yang h
arus dibayar lengkap beserta nominalnya. Ini yang 
Menkominfo tidak tahu.",https://x.com/ChrisWibisana/status/1801468242478907630,Negatif
16,"Uang rakyat yg gak ikut judi digunakan utk bantu y
g main judi ? Kok kayak omongan bandar judi ?",https://x.com/msaid_didu/status/1801438533024198681,Negatif
17,"Polwan yang paling menyala! Dia bakar suami yang c
andu judi slot dan kdrt alias beban keluarga https
://t.co/N4L5HFU1p9",https://x.com/KemenperinRI/status/1799798342865846407,Negatif
18,"Mungkin usulan ini niatnya baik mau menolong warga
 yg hancur krn judi online. Tp kebijakan seperti i
ni jg bisa jd gelombang balik krn makin byk yg mel
akukan judi online atau mengaku2 kalah judi online
. Yg paling parah: seolah mengafirmasi judi online
 itu gak apa2. https://t.co/vV4IO3qOFC",https://x.com/Puthutea/status/1801745180950937667,Negatif
19,"PKI menerepkan kode etik ketat yg melarang konsums
i alkohol narkoba judi dan perselingkuhan. Mereka 
sadar utk memenangkan argumen tidak bisa atas dasa
r militansi dan adu slogan belaka. Meyakinkan oran
g dan mencotohkan perilaku yg baik. Riwayat Terkub
ur - John Rossa https://t.co/DOSYUjdi8r",https://x.com/senogp/status/1799807966016860557,Negatif
20,"Jadi pejabat biasakan bicara sesuai kapasitas. Aka
r masalahnya judi online ya bahas lah tentang: 1. 
Langkah kominfo menutup judi online? 2. Edukasi ap
a yang dibutuhkan masyarakat? 3. Bagaimana mencega
h kasus meluas? Pekerjaan rumah banyak kok malah m
bahas yg bukan",https://x.com/iimfahima/status/1800315541321846876,Negatif
21,"judi online udah makan banyak banget korban yang t
erbaru sampe dibakar sama istrinya ini pemerintah 
dan kominfo kalo masih ngediemin juga jangan salah
in kalo entar warga bayar pajaknya pake kerdus flo
ridina ye",https://x.com/jek___/status/1800116913546350821,Negatif
22,"Menkominfo: - Blokir domain judi online - Blokir a
plikasi judol di AppStore - Blokir rekening bank p
enyedia judi online - Stereotip gender ",https://x.com/ardisatriawan/status/1800293121127071919,Negatif
23,"Judi online kembali memakan korban. Kali ini menim
pa seorang perwira TNI di Brigif 3/Tri Budi Sakti.
 Perwira berpangkat Letda itu diduga menggelapkan 
uang milik satuan Rp 876 juta untuk bermain judi o
nline. #newsupdate #update #news #oneliner https:/
/t.co/0UbBCOQygi https://t.co/XukY5acGgo",https://x.com/kumparan/status/1801174063533961619,Negatif
24,"Kasus keluarga hancur gara2 judi our gov : Menghen
tikan akses judol secara totalitas Menyalahkan per
empuan Asian value nih bossssssss",https://x.com/lilaccountz/status/1800196929298788491,Negatif
25,"TIBA TIBA SELURUH PERANGKAT NEGARA DI GERAKKAN UNT
UK BICARA JUDI ONLINE. MULAI DARI PARA MENTERI TNI
 DAN POLRI. PADAHAL JIKA PEMERINTAH NIAT DARI DULU
 JUGA JUDOL INI UDAH TAMAT. TAPI INI HANYA PENGALI
HAN KARENA MISI UTAMA JOKOWI ITU MENGAMANKAN SUMUT
 DAN MEREBUT DKI. https://t.co/x3CUEcznBQ",https://x.com/TheEagle_BEN/status/1801573689374425308,Negatif
26,"Menkominfo yang katanya mau berantas judi online p
as ada kasus polisi dibakar istrinya karena judi o
nline tapi nyalahin dan bilang perempuan kejam. Pa
k Menteri PR bapak berantas judi online udah kelar
? Belum tuh https://t.co/clFhg2nfFe",https://x.com/catchmeupco/status/1800373158987583842,Negatif
27,"Berita istri bakar suami karena judi ini bisa dija
dikan inspirasi untuk dasar gerakan: rakyat bakar 
istana karena dinasti. ",https://x.com/denismalhotra/status/1799800247381840182,Negatif
28,"Judi itu menghancurkan moral &amp; merusak generas
i muda kita oleh sebab itu yang harus melanjutkan 
kepemimpinan saya selanjutnya adalah sosok yang me
rangkul promotor judi. https://t.co/YmzCIjlCYO",https://x.com/denismalhotra/status/1801084531610648712,Negatif
29,"judi online tu meresahkan masa anak smp deket temp
at gue gawe pada ngeslot sambil rokokan selepas pu
lang sekolah fuck judol https://t.co/t208G5eRh2",https://x.com/pencarimatahari/status/1801528726296863068,Negatif
30,"Daerah miras dan dangdutan adu gengsi saat hajatan
 prostitusi dianggap biasa letaknya di pesisir pen
uh ketimpangan ekonomi pendidikan rendah gelimang 
riba judi agama hanya sebagai simbol. Tidak heran 
jadi sarang kejahatan berjamaah.",https://x.com/JackVardan/status/1800140926091944396,Negatif
31,"Ada ga sih diantara kalian yg suka ikutan job2 rec
eh dari twitter/tele? Dari 2021 aku punya tim seki
tar 2.9k org buat ngerjain job receh kaya isi kues
ioner/reply/rt (selective content no judi and hara
m things) Ada yg minat join ga? Coba tinggalin jej
ak dulu ntar lanjut https://t.co/3buk0yZvYw",https://x.com/prkdlx/status/1799670580830245246,Negatif
32,"Judi itu menghancurkan moral &amp; merusak generas
i muda kita baik judi offline maupun online. Mari 
bersatu melawan ancaman ini utk menyelamatkan gene
rasi demi masa depan Indonesia. https://t.co/JuJM9
1VJGl",https://x.com/jokowi/status/1800903171344367807,Negatif
33,"STOP JUDOL! 6 Cara Stop Kecanduan Judi Online (Jud
ol) Istri bakar suami suami siksa istri ayah bunuh
 diri anak jadi kriminal keluarga stres terjerat h
utang ratusan juta adalah contoh-contoh akibat jud
ol. Bagaimana agar bisa keluar dari jeratan judol?
 Sebuah utas. https://t.co/1PgsoXQ1zf",https://x.com/akuratco/status/1800356790351331344,Negatif
34,"Padahal menurut gua korban itu dibakar istrinya ga
ra-gara Menkominfo gagal memberantas situs judi on
line https://t.co/Cge36H5EMl",https://x.com/MafiaWasit/status/1800340239233450317,Negatif
35,"Gw ngga percaya ini tentang karakter bangsa. Gw me
rasa emang desain judi online emang segitu potent 
sih. Powerful &amp; addictive. I bet the brightest
 minds here kalo disuruh cobain judol bakal addict
ed. Coba kita cek apakah negara-negara tetangga ki
ta struggling juga masalah ini.",https://x.com/auxiliarywits/status/1801464131649999076,Negatif
36,"Memang elok buat macam. Penjawatan awam beruniform
 dekat Malaysia ni pun ramai kaki judi. Check la p
akwe korang tu sebelum nak kahwin. https://t.co/fI
qF6f3NXi",https://x.com/Hfnz9/status/1800302018428563506,Negatif
37,"Motif Briptu Fadhilatun Nikmah membakar suaminya B
riptu Rian Dwi Wicaksono uang belanja sering dipak
ai untuk main JUDI ONLINE https://t.co/KBNI0EcHHL",https://x.com/txtviral45/status/1799821622595191235,Positif
38,"JUDI DALAM TALIAN | Polis menahan 27 pempengaruh m
edia sosial semalam kerana disyaki terlibat mempro
mosi judi dalam talian di laman sosial masing-masi
ng. https://t.co/F7kMqBlkih",https://x.com/BuletinTV3/status/1801600728022040672,Negatif
39,"Sisi gelap Indonesia hari2 ini: 1. Polwan bakar su
aminya yg juga polisi hingga akhirnya tewas. Katan
ya suami suka main judi online. 2. Dikira maling p
emilik mobil rental tewas dihajar warga di Pati Ja
teng. 3. Petarung beladiri campuran (MMA) Indonesi
aÂ Rahul P bunuh diri. https://t.co/uos7utojuo",https://x.com/ilhamkhoiri/status/1800044265789399347,Positif
40,"Pak @jokowi sy ksh kisi2 saja. Semua mafia judi as
ia tenggara paling besar ada di Indonesia. Mereka 
hanya beli server di luar dan sewa kantor di luar.
 Operasi penjualannya di Indonesia. Markas lama di
 Manila yg paling baru ada di kamboja dan Vietnam.
 Sisanya tanya Interpol!",https://x.com/LexWu_13/status/1801646687947292957,Negatif
41,"Mestinya: Saya prihatin ini membuat saya akan sema
kin serius menangani judi online. #misal",https://x.com/fajarnugros/status/1800119397518024801,Negatif
