"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1801503604668535190","Fri Jun 14 06:35:04 +0000 2024","12079","Judi online dipelihara &gt; pendidikan dimahalin &gt; kucurin bansos. Dgn begitu populasi orang miskin &amp; bodoh bs terjaga. Jd enak kalo pemerintah bikin kebijakan yang aneh2 ga akan ada yg protes yg penting dpt bansos demi bertahan hidup. Ada ga ya negara sejahat ini?","1801503604668535190","","","in","Jakarta Capital Region, Indonesia","163","336","6110","https://x.com/MuhadklyAcho/status/1801503604668535190","873127705138520064","MuhadklyAcho"
"1801438114751385620","Fri Jun 14 02:14:50 +0000 2024","13065","- Blokir domain judi online - Blokir aplikasi judi online di toko aplikasi - Telusuri rekening bank deposit judi online - Kerja sama negara tempat server judol buat kesepakatan supaya mereka gak jualan ke Indonesia - Jadiin pemain judi online penerima bansos ","1801438114751385620","","","in","Michuhol-gu, Republic of Korea","444","542","6144","https://x.com/ardisatriawan/status/1801438114751385620","170542374","ardisatriawan"
"1801640346574852532","Fri Jun 14 15:38:26 +0000 2024","10311","Efek judi online di lingkaran terdekat kalian spt apa guys?","1801640346574852532","","","in","Jakarta Selatan","2010","4021","1663","https://x.com/zoelfick/status/1801640346574852532","86934018","zoelfick"
"1801419469627265175","Fri Jun 14 01:00:44 +0000 2024","4354","(Korban Judi Online) https://t.co/Uy3VVZ2Qz6","1801419469627265175","https://pbs.twimg.com/media/GP_tdhraMAAiqdg.jpg","","in","","1751","3131","741","https://x.com/ARSIPAJA/status/1801419469627265175","2993008392","ARSIPAJA"
"1801540424143700191","Fri Jun 14 09:01:22 +0000 2024","761","Cobra effect ini pasti yang judi akan makin banyak karena kalau kalah dapat bansos. https://t.co/ysasmlZfpz","1801540424143700191","https://pbs.twimg.com/media/GQBbeAcbEAMakp2.jpg","","in","Semak-semak","5","0","352","https://x.com/PAClearning/status/1801540424143700191","268823196","PAClearning"
"1801468242478907630","Fri Jun 14 04:14:33 +0000 2024","19855","Dua semester lalu dosen saya cerita tentang judi online. Menkominfo sebenarnya sudah pegang semua nama dan domain serta lokasi server mereka. Sayangnya bandar judol juga sudah pegang semua nama yang harus dibayar lengkap beserta nominalnya. Ini yang Menkominfo tidak tahu.","1801468242478907630","","","in","Indonesia","263","262","5552","https://x.com/ChrisWibisana/status/1801468242478907630","1682188555","ChrisWibisana"
"1801500309371380194","Fri Jun 14 06:21:58 +0000 2024","3471","Lagi kecanduan judi online seorang manajer bank di Pacitan nekat bobol dana nasabah hingga 1 2 M. Kayaknya bank BUMN nih ya kalo gak salah? https://t.co/ataTWWhJ2C","1801500309371380194","https://pbs.twimg.com/ext_tw_video_thumb/1801496282810486786/pu/img/KtwQ0j91XwiZVYgD.jpg","","in","Planeta Rica, Colombia","188","430","1498","https://x.com/5teV3n_Pe9eL/status/1801500309371380194","224431376","5teV3n_Pe9eL"
"1801479226090262660","Fri Jun 14 04:58:12 +0000 2024","890","Dapat bansos uang buat depo lagi Dapat bansos bentuk sembako dijual buat cash untuk depo Pak itu pengalaman kami2 yg pernah ngebantu saudara2/teman2 penjudi. Ketagihan judi itu susah sembuhnya pak. https://t.co/0m8P9h5IPs","1801479226090262660","https://pbs.twimg.com/media/GQAjzTBbEAEeBUD.jpg","","in","","43","105","398","https://x.com/SeputarTetangga/status/1801479226090262660","1326150244585803776","SeputarTetangga"
"1801438533024198681","Fri Jun 14 02:16:30 +0000 2024","5838","Uang rakyat yg gak ikut judi digunakan utk bantu yg main judi ? Kok kayak omongan bandar judi ?","1801438533024198681","","","in","","53","279","2510","https://x.com/msaid_didu/status/1801438533024198681","1117990249806721024","msaid_didu"
"1801745180950937667","Fri Jun 14 22:35:00 +0000 2024","71","Mungkin usulan ini niatnya baik mau menolong warga yg hancur krn judi online. Tp kebijakan seperti ini jg bisa jd gelombang balik krn makin byk yg melakukan judi online atau mengaku2 kalah judi online. Yg paling parah: seolah mengafirmasi judi online itu gak apa2. https://t.co/vV4IO3qOFC","1801745180950937667","https://pbs.twimg.com/media/GQEVsF8bEAEEjW8.jpg","","in","Yogyakarta","3","13","23","https://x.com/Puthutea/status/1801745180950937667","153608362","Puthutea"
"1801442157129306162","Fri Jun 14 02:30:54 +0000 2024","903","Logika sederhana: Apabila seseorang yang kecanduan bermain judi diberikan bantuan dana maka dana tersebut akan digunakan kembali untuk bermain judi. https://t.co/NnSaaxynvh","1801442157129306162","https://pbs.twimg.com/media/GQABglebkAAP8Bl.jpg","","in","Seluruh dunia","27","25","408","https://x.com/idwiki/status/1801442157129306162","113669443","idwiki"
"1801600728022040672","Fri Jun 14 13:01:00 +0000 2024","630","JUDI DALAM TALIAN | Polis menahan 27 pempengaruh media sosial semalam kerana disyaki terlibat mempromosi judi dalam talian di laman sosial masing-masing. https://t.co/F7kMqBlkih","1801600728022040672","https://pbs.twimg.com/media/GQCSTDQXIAEQzOH.jpg","","in","Sri Pentas, Bandar Utama","18","27","278","https://x.com/BuletinTV3/status/1801600728022040672","155432431","BuletinTV3"
"1801573689374425308","Fri Jun 14 11:13:33 +0000 2024","451","TIBA TIBA SELURUH PERANGKAT NEGARA DI GERAKKAN UNTUK BICARA JUDI ONLINE. MULAI DARI PARA MENTERI TNI DAN POLRI. PADAHAL JIKA PEMERINTAH NIAT DARI DULU JUGA JUDOL INI UDAH TAMAT. TAPI INI HANYA PENGALIHAN KARENA MISI UTAMA JOKOWI ITU MENGAMANKAN SUMUT DAN MEREBUT DKI. https://t.co/x3CUEcznBQ","1801573689374425308","https://pbs.twimg.com/media/GQB5uTJaQAEnOv_.jpg","","in","","2","28","235","https://x.com/TheEagle_BEN/status/1801573689374425308","1244525884775653380","TheEagle_BEN"
"1801528726296863068","Fri Jun 14 08:14:53 +0000 2024","6","judi online tu meresahkan masa anak smp deket tempat gue gawe pada ngeslot sambil rokokan selepas pulang sekolah fuck judol https://t.co/t208G5eRh2","1801528726296863068","https://pbs.twimg.com/media/GQBQkzaaQAAGQKY.jpg","","in","between heaven and hell","0","0","1","https://x.com/pencarimatahari/status/1801528726296863068","1507615010612473861","pencarimatahari"
"1801528848036859955","Fri Jun 14 08:15:22 +0000 2024","239","Judi itu sejarahnya panjang -- mungkin sejak awal peradaban manusia udah ada. Dulu ada Porkas dan SDSB -- lotere resmi pemerintah Indonesia. Sebagian duitnya dibalikin untuk pemenang sisanya buat raise fund proyek pemerintah salah satunya yang fokus di sektor olahraga. SDSB","1801528848036859955","","","in","Planet Earth","16","26","123","https://x.com/TalkinAndy/status/1801528848036859955","45267021","TalkinAndy"
"1801646687947292957","Fri Jun 14 16:03:38 +0000 2024","2335","Pak @jokowi sy ksh kisi2 saja. Semua mafia judi asia tenggara paling besar ada di Indonesia. Mereka hanya beli server di luar dan sewa kantor di luar. Operasi penjualannya di Indonesia. Markas lama di Manila yg paling baru ada di kamboja dan Vietnam. Sisanya tanya Interpol!","1801646687947292957","","","in","","26","74","702","https://x.com/LexWu_13/status/1801646687947292957","1395171646151880706","LexWu_13"
"1801464131649999076","Fri Jun 14 03:58:13 +0000 2024","318","Gw ngga percaya ini tentang karakter bangsa. Gw merasa emang desain judi online emang segitu potent sih. Powerful &amp; addictive. I bet the brightest minds here kalo disuruh cobain judol bakal addicted. Coba kita cek apakah negara-negara tetangga kita struggling juga masalah ini.","1801464131649999076","","","in","To be high agency","21","10","100","https://x.com/auxiliarywits/status/1801464131649999076","928625810524606467","auxiliarywits"
"1801438693091328196","Fri Jun 14 02:17:08 +0000 2024","13","Presiden Jokowi mewanti-wanti seluruh warga agar tidak berjudi. Dirinya berpesan ketimbang uang yang dipunya dipakai berjudi lebih baik dan bermanfaat jika uangnya ditabung atau modal usaha. Secara khusus saya ingin sampaikan jangan judi jangan judi jangan berjudi baik https://t.co/rwz3pRKrre","1801438693091328196","https://pbs.twimg.com/media/GP_-sT9awAABj9U.jpg","","in","","8","3","1","https://x.com/catchmeupco/status/1801438693091328196","1162545299614662656","catchmeupco"
"1801649033192292429","Fri Jun 14 16:12:57 +0000 2024","6","udah lama ga masuk rumah judi yang bernama Solana","1801649033192292429","","","in","Malaysia 🇲🇾","0","0","0","https://x.com/ImnNazri/status/1801649033192292429","266147762","ImnNazri"
"1801617993648246958","Fri Jun 14 14:09:36 +0000 2024","209","Panglima TNI Pastikan akan Pecat Personel yang Terlibat Judi Online https://t.co/eE8MTFFzuj","1801617993648246958","","","in","Indonesia","17","115","57","https://x.com/KompasTV/status/1801617993648246958","71436318","KompasTV"
"1801553988854419812","Fri Jun 14 09:55:16 +0000 2024","481","Keranjingan judi online alias judol seorang istri diceraikan suami karena habiskan 1 M menurut Humas pengadilan agama Cianjur tingkat perceraian di Cianjur karena judol terus meningkat judol lagi judol lagi‍ https://t.co/GJd6C5l59e","1801553988854419812","https://pbs.twimg.com/ext_tw_video_thumb/1801553442722484225/pu/img/FaejqDQ7Oxj2adEm.jpg","","in","Planeta Rica, Colombia","9","77","255","https://x.com/5teV3n_Pe9eL/status/1801553988854419812","224431376","5teV3n_Pe9eL"
"1801449999479541951","Fri Jun 14 03:02:03 +0000 2024","47","Korang ni invested sangat dalam Kess Zayn Rayyan ni. Sampai tahap benda tak pasti pun semua nak sebar. Mak ayah dia pembunuh la ayah dia taik judi la kena bunuh warga asing la. Cukuplah bagi seseorang itu digelar pendusta apabila menceritakan semua yang didengarinya https://t.co/f7R42ZKc5i","1801449999479541951","https://pbs.twimg.com/media/GQAJOI2bUAAwBjl.jpg","","in","","1","2","13","https://x.com/mucikperlis/status/1801449999479541951","1223315100","mucikperlis"
"1801428617551036655","Fri Jun 14 01:37:06 +0000 2024","13","Judi Menjanjikan kemenangan? Judi Menjanjikan kekayaan? Bohong Kalaupun kau menang Itu awal dari kekalahan Bohong Kalaupun kau kaya Itu awal dari kemiskinan Judi Meracuni kehidupan Judi Meracuni keimanan Judi online sudah masuk semua kalangan termasuk TNI Polri !!! https://t.co/ytTyD0Kxcq","1801428617551036655","https://pbs.twimg.com/media/GP_1xaTbEAE9fYg.jpg","","in","","1","0","8","https://x.com/165Hati/status/1801428617551036655","1752532657639165952","165Hati"
"1801476348374093885","Fri Jun 14 04:46:45 +0000 2024","420","Mang Bandar Judinya Negara? Kalau ia gpp.. sebagai bandar anggap aja kasih santunan. Bonus deposite. Lah ini judi online mafianya konglo napa harus bebanin rakyat pake dana APBN untuk bansos bagi mereka. Ngehe bener lucu amat ini negara. Las vegas aja gk begini amat! TOLOL https://t.co/iJoz9gD9s3","1801476348374093885","https://pbs.twimg.com/media/GQAhMCjbEAAhR8l.jpg","","in","","11","75","187","https://x.com/LexWu_13/status/1801476348374093885","1395171646151880706","LexWu_13"
"1801500309371380194","Fri Jun 14 23:23:03 +0000 2024","2","@5teV3n_Pe9eL Judi Online alias Judol sangat meresahkan kasihan nasabah yang menjadi korban. Sangat miris melihat berita https://t.co/rvChx5V1AN","1801757270658977997","https://pbs.twimg.com/media/GQEgq8ZbEAAoZ9x.jpg","5teV3n_Pe9eL","in","Coming Soon 👉","0","0","0","https://x.com/praktik_id/status/1801757270658977997","1691220001234235392","praktik_id"
"1801604121092624427","Fri Jun 14 13:14:29 +0000 2024","10","Teman-teman ini Serius Jangan Tergiur Bayaran 10 rb - 20 rb dengan 'Menyelesaikan Misi' Like Follow dan Screenshoot di Telegram. Jangan Percaya! Walaupun benar ditransfer awalnya 100-200 rb. Bahayanya sangat massiv lebih dari Judi Online (Orang yg gak suka main judol) banyak yg https://t.co/mxKd6U5IBD","1801604121092624427","https://pbs.twimg.com/media/GQCUZgibEAE8YeU.png","","in","","1","1","7","https://x.com/mindaart/status/1801604121092624427","178600446","mindaart"
"1801691163726123086","Fri Jun 14 19:00:21 +0000 2024","9","hidup di jaman sekarang dan tidak kecanduan judi adalah sebuah kemenangan.","1801691163726123086","","","in","","2","0","3","https://x.com/mLwnAdalahKunci/status/1801691163726123086","4174491793","mLwnAdalahKunci"
"1801430893166530726","Fri Jun 14 01:46:08 +0000 2024","546","Padahal tinggal tutup situs judi onlinenya ‍️ https://t.co/vPteKdBLrB","1801430893166530726","https://pbs.twimg.com/media/GP_32PybEAAU-t5.jpg","","in","Jakarta Capital Region","28","300","167","https://x.com/Mdy_Asmara1701/status/1801430893166530726","1334853481019056128","Mdy_Asmara1701"
"1801722720385962121","Fri Jun 14 21:05:45 +0000 2024","1997","gimana kalo lo naksir tp lo dianggep ani2 sama crush lo? hanin vs bandar judi [part 2] a jeóngcheõl au comrom https://t.co/ZLbL8rKwnI","1801722720385962121","https://pbs.twimg.com/media/GQEBQ_ObEAE-uGV.jpg","","in","Indonesia","13","1","269","https://x.com/jecejeje/status/1801722720385962121","1687796480697049088","jecejeje"
"1801535697826025559","Fri Jun 14 08:42:35 +0000 2024","3","Mentri rezim tolol. Lu pikirin itu GIMANA BASMI SAMPE ABIS ITU JUDI ONLINE NYA. Bukan malah terus disuplay si playernya dgn dimanjakan bansos. Yg ada nnti makin banyak orang2 ikutan JUDI ONLINE karna dipikirnya bisa dapet bansos GOBLOOOOOK GOBLOK https://t.co/2JaqjTrZnB","1801535697826025559","https://pbs.twimg.com/media/GQBXK1BaQAAbj13.jpg","","in","Jakarta","0","0","1","https://x.com/el4n9bint4n9/status/1801535697826025559","183517457","el4n9bint4n9"
"1801560605712592979","Fri Jun 14 10:21:34 +0000 2024","2","[PENIPUAN] Pengusaha Raymond Chin Mempromosikan sebuah Situs Judi Online Faktanya video tersebut telah dimanipulasi dengan bantuan AI untuk merubah suara mereka. Di video aslinya ... https://t.co/0ouJVgMRa2","1801560605712592979","https://pbs.twimg.com/media/GQBtxQObkAA7pMX.jpg","","in","Jakarta Pusat, DKI Jakarta","0","2","2","https://x.com/TurnBackHoax/status/1801560605712592979","803432630121218048","TurnBackHoax"
"1801461092717367627","Fri Jun 14 03:46:08 +0000 2024","2090","Pak saya korban kalah rate off dari judi online (judol) di Genshin Impact dan Honkai Star Rail apakah saya boleh menerima bansos untuk membeli Genesis Crystal beserta Oneiric Shards? Berikut saya lampirkan tangkapan gambar hasil saya kalah rate off. Terima kasih. https://t.co/vTtwlvfKez","1801461092717367627","https://pbs.twimg.com/media/GQATUK0bEAY2LEa.jpg","","in","JKTeyvat","114","27","819","https://x.com/Hai_Jes/status/1801461092717367627","1495898923667718144","Hai_Jes"
"1801593129243492672","Fri Jun 14 12:30:48 +0000 2024","16","Maraknya judi termasuk judi online juga berdampak ke kasus perceraian di Indonesia. Di mana saja kasusnya paling banyak terjadi? Simak infografis berikut. #focus #angkacerai #news #cekdata https://t.co/2LzoSS0fZv","1801593129243492672","https://pbs.twimg.com/media/GQCLPR3WQAAXNlU.jpg","","in","","1","2","23","https://x.com/kumparan/status/1801593129243492672","759692754985242625","kumparan"
"1801491964573212969","Fri Jun 14 05:48:49 +0000 2024","96","Lo dengan sadar terjerumus ke putaran judi kemudian dengan sadar pula kalah dan miskin. Kemudian Pemerintah lo dengan sadar ngebantu lo ngasih bansos. Keren kan jadi orang Indonesia yang blangsak masih dibantu Negara.","1801491964573212969","","","in","Ring 1","5","9","92","https://x.com/djaycoholyc/status/1801491964573212969","34886146","djaycoholyc"
"1801548647005647283","Fri Jun 14 09:34:03 +0000 2024","53","Semua impor dari mahasiswa dosen alkes dokter bandar judi wasit pemain bola kereta cepat mafia di Bali bahan bangunan di IKN... Semua kecuali pejabatnya. Ya Allah kapan punya menteri bekas pakai Singapore atau negara maju lain.","1801548647005647283","","","in","","1","1","24","https://x.com/lutfithe13th/status/1801548647005647283","6689892","lutfithe13th"
"1801445314949485020","Fri Jun 14 02:43:26 +0000 2024","876","Negaraku berangan-angan pengen semaju Singapura AS Prancis Finlandia dll Tapi sayang pemerintah dan menteri-menterinya tiba-tiba ERROR setahun belakangan Korban Judi Online bahkan DIFASILITASI BANSOS padahal mereka PELAKU dan secara sadar mau berjudi Lalu ketika mereka https://t.co/sHKEitiG5V","1801445314949485020","https://pbs.twimg.com/media/GQAE9mlbEAAAAbL.jpg","","in","DKI Jakarta, Indonesia","32","407","182","https://x.com/Miduk17/status/1801445314949485020","1102461866129776640","Miduk17"
"1801561315862823153","Fri Jun 14 10:24:23 +0000 2024","56","Gw bilangin nih KAMU GAK AKAN KAYA DARI JUDI ONLINE judi offline aja penuh manipulasi apalagi judi online anak programmer pasti paham kenapa","1801561315862823153","","","in","Jakarta","1","9","13","https://x.com/anvie/status/1801561315862823153","18665244","anvie"
"1801596254604116349","Fri Jun 14 12:43:13 +0000 2024","16","Tindak Tegas Prajurit dan Pns Kodam XIV/Hsn Yang Terlibat Tindak Pidana JUDI ONLINE https://t.co/BP0jK27GSt","1801596254604116349","https://pbs.twimg.com/media/GQCOPgabEAANuoN.jpg","","in","Makassar, Indonesia","0","0","1","https://x.com/kodamhasanuddin/status/1801596254604116349","712484599591350272","kodamhasanuddin"
"1801486550385181096","Fri Jun 14 05:27:18 +0000 2024","10","Kementerian Pemberdayaan Perempuan dan Perlindungan Anak (KemenPPPA) meminta kepada institusi Polri untuk memastikan Briptu FN (28) yang membakar suaminya karena judi online mendapatkan pendampingan psikolog klinis. Selain itu KemenPPPA juga siap menghadirkan ahli diskriminasi https://t.co/vUHr4R64ne","1801486550385181096","https://pbs.twimg.com/media/GQAqd1ybEAETOCK.jpg","","in","","0","0","4","https://x.com/catchmeupco/status/1801486550385181096","1162545299614662656","catchmeupco"
